
================================================= Netlist Information ==================================================

Total Gates : 100 || Total Pins : 4788 || Total Wires : 1232

=================================================== Gate Information ===================================================

Gate : 1 || Pos_X : 41 || Pos_Y 6 || Width : 17 || Height : 88
Pin : 1 || Parent_Gate : 1 || Pin_X : 41 || Pin_Y : 17
Member : 3 || Parent Gate : 68 || Pin : 3
Member : 4 || Parent Gate : 63 || Pin : 1

Wire_Group : (77, 21) || X_min : 623 || Y_min : 252 || X_max : 791 || Y_max : 763 || Wire_Legth : 679 || Members : 2
Member : 1 || Parent Gate : 77 || Pin : 21
Member : 2 || Parent Gate : 28 || Pin : 46

Wire_Group : (48, 59) || X_min : 318 || Y_min : 443 || X_max : 800 || Y_max : 681 || Wire_Legth : 720 || Members : 2
Member : 1 || Parent Gate : 64 || Pin : 26
Member : 2 || Parent Gate : 48 || Pin : 59

Wire_Group : (24, 28) || X_min : 8 || Y_min : 255 || X_max : 365 || Y_max : 983 || Wire_Legth : 1085 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 68
Member : 2 || Parent Gate : 24 || Pin : 28

Wire_Group : (12, 26) || X_min : 82 || Y_min : 29 || X_max : 859 || Y_max : 751 || Wire_Legth : 1499 || Members : 3
Member : 1 || Parent Gate : 71 || Pin : 3
Member : 2 || Parent Gate : 9 || Pin : 64
Member : 3 || Parent Gate : 12 || Pin : 26

Wire_Group : (18, 48) || X_min : 704 || Y_min : 156 || X_max : 748 || Y_max : 341 || Wire_Legth : 229 || Members : 2
Member : 1 || Parent Gate : 38 || Pin : 9
Member : 2 || Parent Gate : 18 || Pin : 48

Wire_Group : (55, 4) || X_min : 411 || Y_min : 444 || X_max : 417 || Y_max : 548 || Wire_Legth : 110 || Members : 2
Member : 1 || Parent Gate : 45 || Pin : 21
Member : 2 || Parent Gate : 55 || Pin : 4

Wire_Group : (50, 41) || X_min : 314 || Y_min : 443 || X_max : 980 || Y_max : 593 || Wire_Legth : 816 || Members : 2
Member : 1 || Parent Gate : 54 || Pin : 20
Member : 2 || Parent Gate : 50 || Pin : 41

Wire_Group : (98, 67) || X_min : 533 || Y_min : 353 || X_max : 772 || Y_max : 932 || Wire_Legth : 818 || Members : 2
Member : 1 || Parent Gate : 36 || Pin : 8
Member : 2 || Parent Gate : 98 || Pin : 67

Wire_Group : (53, 30) || X_min : 268 || Y_min : 511 || X_max : 575 || Y_max : 962 || Wire_Legth : 758 || Members : 3
Member : 1 || Parent Gate : 53 || Pin : 30
Member : 2 || Parent Gate : 96 || Pin : 17
Member : 3 || Parent Gate : 54 || Pin : 60

Wire_Group : (21, 30) || X_min : 73 || Y_min : 239 || X_max : 273 || Y_max : 658 || Wire_Legth : 619 || Members : 3
Member : 1 || Parent Gate : 21 || Pin : 30
Member : 2 || Parent Gate : 63 || Pin : 35
Member : 3 || Parent Gate : 33 || Pin : 2

Wire_Group : (57, 16) || X_min : 200 || Y_min : 473 || X_max : 672 || Y_max : 534 || Wire_Legth : 533 || Members : 2
Member : 1 || Parent Gate : 42 || Pin : 51
Member : 2 || Parent Gate : 57 || Pin : 16

Wire_Group : (67, 16) || X_min : 460 || Y_min : 249 || X_max : 652 || Y_max : 643 || Wire_Legth : 586 || Members : 2
Member : 1 || Parent Gate : 25 || Pin : 71
Member : 2 || Parent Gate : 67 || Pin : 16

Wire_Group : (21, 13) || X_min : 27 || Y_min : 250 || X_max : 945 || Y_max : 637 || Wire_Legth : 1305 || Members : 2
Member : 1 || Parent Gate : 21 || Pin : 13
Member : 2 || Parent Gate : 70 || Pin : 18

Wire_Group : (92, 11) || X_min : 139 || Y_min : 770 || X_max : 879 || Y_max : 919 || Wire_Legth : 889 || Members : 2
Member : 1 || Parent Gate : 92 || Pin : 11
Member : 2 || Parent Gate : 79 || Pin : 44

Wire_Group : (27, 35) || X_min : 659 || Y_min : 246 || X_max : 870 || Y_max : 854 || Wire_Legth : 819 || Members : 2
Member : 1 || Parent Gate : 27 || Pin : 35
Member : 2 || Parent Gate : 89 || Pin : 4

Wire_Group : (34, 65) || X_min : 227 || Y_min : 342 || X_max : 381 || Y_max : 643 || Wire_Legth : 455 || Members : 2
Member : 1 || Parent Gate : 63 || Pin : 5
Member : 2 || Parent Gate : 34 || Pin : 65

Wire_Group : (44, 14) || X_min : 38 || Y_min : 439 || X_max : 384 || Y_max : 627 || Wire_Legth : 534 || Members : 2
Member : 1 || Parent Gate : 61 || Pin : 2
Member : 2 || Parent Gate : 44 || Pin : 14

Wire_Group : (97, 1) || X_min : 188 || Y_min : 654 || X_max : 639 || Y_max : 934 || Wire_Legth : 731 || Members : 2
Member : 1 || Parent Gate : 62 || Pin : 9
Member : 2 || Parent Gate : 97 || Pin : 1

Wire_Group : (30, 2) || X_min : 188 || Y_min : 64 || X_max : 973 || Y_max : 853 || Wire_Legth : 1574 || Members : 5
Member : 1 || Parent Gate : 62 || Pin : 7
Member : 2 || Parent Gate : 83 || Pin : 16
Member : 3 || Parent Gate : 5 || Pin : 22
Member : 4 || Parent Gate : 47 || Pin : 18
Member : 5 || Parent Gate : 30 || Pin : 2

Wire_Group : (8, 5) || X_min : 628 || Y_min : 42 || X_max : 727 || Y_max : 527 || Wire_Legth : 584 || Members : 2
Member : 1 || Parent Gate : 57 || Pin : 5
Member : 2 || Parent Gate : 8 || Pin : 5

Wire_Group : (59, 12) || X_min : 73 || Y_min : 251 || X_max : 823 || Y_max : 589 || Wire_Legth : 1088 || Members : 2
Member : 1 || Parent Gate : 21 || Pin : 33
Member : 2 || Parent Gate : 59 || Pin : 12

Wire_Group : (26, 24) || X_min : 525 || Y_min : 233 || X_max : 567 || Y_max : 347 || Wire_Legth : 156 || Members : 2
Member : 1 || Parent Gate : 26 || Pin : 24
Member : 2 || Parent Gate : 36 || Pin : 13

Wire_Group : (32, 17) || X_min : 176 || Y_min : 139 || X_max : 644 || Y_max : 650 || Wire_Legth : 979 || Members : 3
Member : 1 || Parent Gate : 32 || Pin : 17
Member : 2 || Parent Gate : 66 || Pin : 12
Member : 3 || Parent Gate : 17 || Pin : 5

Wire_Group : (84, 40) || X_min : 188 || Y_min : 463 || X_max : 891 || Y_max : 843 || Wire_Legth : 1083 || Members : 3
Member : 1 || Parent Gate : 62 || Pin : 8
Member : 2 || Parent Gate : 49 || Pin : 24
Member : 3 || Parent Gate : 84 || Pin : 40

Wire_Group : (12, 29) || X_min : 170 || Y_min : 71 || X_max : 326 || Y_max : 184 || Wire_Legth : 269 || Members : 2
Member : 1 || Parent Gate : 12 || Pin : 29
Member : 2 || Parent Gate : 4 || Pin : 24

Wire_Group : (40, 42) || X_min : 8 || Y_min : 319 || X_max : 999 || Y_max : 980 || Wire_Legth : 1652 || Members : 3
Member : 1 || Parent Gate : 91 || Pin : 65
Member : 2 || Parent Gate : 73 || Pin : 1
Member : 3 || Parent Gate : 40 || Pin : 42

Wire_Group : (86, 10) || X_min : 229 || Y_min : 834 || X_max : 514 || Y_max : 990 || Wire_Legth : 441 || Members : 2
Member : 1 || Parent Gate : 93 || Pin : 75
Member : 2 || Parent Gate : 86 || Pin : 10

Wire_Group : (18, 25) || X_min : 659 || Y_min : 154 || X_max : 748 || Y_max : 333 || Wire_Legth : 268 || Members : 2
Member : 1 || Parent Gate : 37 || Pin : 65
Member : 2 || Parent Gate : 18 || Pin : 25

Wire_Group : (96, 10) || X_min : 437 || Y_min : 278 || X_max : 659 || Y_max : 940 || Wire_Legth : 884 || Members : 3
Member : 1 || Parent Gate : 85 || Pin : 13
Member : 2 || Parent Gate : 27 || Pin : 67
Member : 3 || Parent Gate : 96 || Pin : 10

Wire_Group : (76, 6) || X_min : 301 || Y_min : 761 || X_max : 543 || Y_max : 836 || Wire_Legth : 317 || Members : 2
Member : 1 || Parent Gate : 84 || Pin : 11
Member : 2 || Parent Gate : 76 || Pin : 6

Wire_Group : (84, 70) || X_min : 399 || Y_min : 743 || X_max : 676 || Y_max : 873 || Wire_Legth : 407 || Members : 2
Member : 1 || Parent Gate : 84 || Pin : 70
Member : 2 || Parent Gate : 77 || Pin : 26

Wire_Group : (43, 2) || X_min : 8 || Y_min : 445 || X_max : 243 || Y_max : 926 || Wire_Legth : 716 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 36
Member : 2 || Parent Gate : 43 || Pin : 2

Wire_Group : (9, 40) || X_min : 155 || Y_min : 18 || X_max : 840 || Y_max : 544 || Wire_Legth : 1211 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 7
Member : 2 || Parent Gate : 9 || Pin : 40

Wire_Group : (32, 29) || X_min : 176 || Y_min : 242 || X_max : 659 || Y_max : 367 || Wire_Legth : 608 || Members : 2
Member : 1 || Parent Gate : 32 || Pin : 29
Member : 2 || Parent Gate : 27 || Pin : 31

Wire_Group : (54, 91) || X_min : 385 || Y_min : 273 || X_max : 659 || Y_max : 576 || Wire_Legth : 577 || Members : 2
Member : 1 || Parent Gate : 54 || Pin : 91
Member : 2 || Parent Gate : 27 || Pin : 62

Wire_Group : (50, 4) || X_min : 120 || Y_min : 51 || X_max : 919 || Y_max : 434 || Wire_Legth : 1182 || Members : 2
Member : 1 || Parent Gate : 2 || Pin : 7
Member : 2 || Parent Gate : 50 || Pin : 4

Wire_Group : (36, 3) || X_min : 533 || Y_min : 58 || X_max : 772 || Y_max : 344 || Wire_Legth : 525 || Members : 2
Member : 1 || Parent Gate : 36 || Pin : 3
Member : 2 || Parent Gate : 8 || Pin : 27

Wire_Group : (15, 10) || X_min : 8 || Y_min : 150 || X_max : 575 || Y_max : 920 || Wire_Legth : 1337 || Members : 4
Member : 1 || Parent Gate : 91 || Pin : 5
Member : 2 || Parent Gate : 15 || Pin : 10
Member : 3 || Parent Gate : 76 || Pin : 21
Member : 4 || Parent Gate : 26 || Pin : 92

Wire_Group : (48, 41) || X_min : 700 || Y_min : 226 || X_max : 807 || Y_max : 441 || Wire_Legth : 322 || Members : 2
Member : 1 || Parent Gate : 48 || Pin : 41
Member : 2 || Parent Gate : 29 || Pin : 2

Wire_Group : (79, 14) || X_min : 870 || Y_min : 740 || X_max : 879 || Y_max : 854 || Wire_Legth : 123 || Members : 2
Member : 1 || Parent Gate : 89 || Pin : 4
Member : 2 || Parent Gate : 79 || Pin : 14

Wire_Group : (68, 29) || X_min : 585 || Y_min : 550 || X_max : 713 || Y_max : 658 || Wire_Legth : 236 || Members : 2
Member : 1 || Parent Gate : 56 || Pin : 9
Member : 2 || Parent Gate : 68 || Pin : 29

Wire_Group : (88, 4) || X_min : 62 || Y_min : 649 || X_max : 706 || Y_max : 853 || Wire_Legth : 848 || Members : 2
Member : 1 || Parent Gate : 61 || Pin : 19
Member : 2 || Parent Gate : 88 || Pin : 4

Wire_Group : (25, 97) || X_min : 460 || Y_min : 150 || X_max : 535 || Y_max : 275 || Wire_Legth : 200 || Members : 2
Member : 1 || Parent Gate : 25 || Pin : 97
Member : 2 || Parent Gate : 16 || Pin : 16

Wire_Group : (80, 4) || X_min : 519 || Y_min : 425 || X_max : 910 || Y_max : 722 || Wire_Legth : 688 || Members : 2
Member : 1 || Parent Gate : 46 || Pin : 7
Member : 2 || Parent Gate : 80 || Pin : 4

Wire_Group : (9, 68) || X_min : 41 || Y_min : 45 || X_max : 859 || Y_max : 95 || Wire_Legth : 868 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 26
Member : 2 || Parent Gate : 9 || Pin : 68

Wire_Group : (15, 5) || X_min : 170 || Y_min : 136 || X_max : 575 || Y_max : 741 || Wire_Legth : 1010 || Members : 4
Member : 1 || Parent Gate : 12 || Pin : 10
Member : 2 || Parent Gate : 73 || Pin : 15
Member : 3 || Parent Gate : 26 || Pin : 119
Member : 4 || Parent Gate : 15 || Pin : 5

Wire_Group : (80, 47) || X_min : 713 || Y_min : 668 || X_max : 910 || Y_max : 770 || Wire_Legth : 299 || Members : 2
Member : 1 || Parent Gate : 68 || Pin : 39
Member : 2 || Parent Gate : 80 || Pin : 47

Wire_Group : (6, 65) || X_min : 600 || Y_min : 64 || X_max : 800 || Y_max : 449 || Wire_Legth : 585 || Members : 2
Member : 1 || Parent Gate : 6 || Pin : 65
Member : 2 || Parent Gate : 48 || Pin : 65

Wire_Group : (71, 3) || X_min : 82 || Y_min : 7 || X_max : 840 || Y_max : 751 || Wire_Legth : 1502 || Members : 4
Member : 1 || Parent Gate : 71 || Pin : 3
Member : 2 || Parent Gate : 37 || Pin : 55
Member : 3 || Parent Gate : 67 || Pin : 2
Member : 4 || Parent Gate : 9 || Pin : 7

Wire_Group : (100, 76) || X_min : 31 || Y_min : 549 || X_max : 960 || Y_max : 960 || Wire_Legth : 1340 || Members : 2
Member : 1 || Parent Gate : 51 || Pin : 13
Member : 2 || Parent Gate : 100 || Pin : 76

Wire_Group : (95, 16) || X_min : 65 || Y_min : 132 || X_max : 494 || Y_max : 944 || Wire_Legth : 1241 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 34
Member : 2 || Parent Gate : 95 || Pin : 16

Wire_Group : (18, 73) || X_min : 260 || Y_min : 121 || X_max : 752 || Y_max : 254 || Wire_Legth : 625 || Members : 2
Member : 1 || Parent Gate : 23 || Pin : 11
Member : 2 || Parent Gate : 18 || Pin : 73

Wire_Group : (56, 4) || X_min : 514 || Y_min : 84 || X_max : 653 || Y_max : 552 || Wire_Legth : 607 || Members : 2
Member : 1 || Parent Gate : 56 || Pin : 4
Member : 2 || Parent Gate : 7 || Pin : 107

Wire_Group : (94, 7) || X_min : 311 || Y_min : 80 || X_max : 496 || Y_max : 948 || Wire_Legth : 1053 || Members : 2
Member : 1 || Parent Gate : 94 || Pin : 7
Member : 2 || Parent Gate : 5 || Pin : 30

Wire_Group : (46, 44) || X_min : 117 || Y_min : 492 || X_max : 519 || Y_max : 766 || Wire_Legth : 676 || Members : 2
Member : 1 || Parent Gate : 72 || Pin : 16
Member : 2 || Parent Gate : 46 || Pin : 44

Wire_Group : (38, 37) || X_min : 514 || Y_min : 396 || X_max : 704 || Y_max : 843 || Wire_Legth : 637 || Members : 2
Member : 1 || Parent Gate : 86 || Pin : 7
Member : 2 || Parent Gate : 38 || Pin : 37

Wire_Group : (64, 23) || X_min : 318 || Y_min : 659 || X_max : 639 || Y_max : 929 || Wire_Legth : 591 || Members : 2
Member : 1 || Parent Gate : 64 || Pin : 23
Member : 2 || Parent Gate : 97 || Pin : 6

Wire_Group : (58, 22) || X_min : 389 || Y_min : 451 || X_max : 980 || Y_max : 944 || Wire_Legth : 1084 || Members : 3
Member : 1 || Parent Gate : 94 || Pin : 14
Member : 2 || Parent Gate : 50 || Pin : 49
Member : 3 || Parent Gate : 58 || Pin : 22

Wire_Group : (63, 4) || X_min : 227 || Y_min : 645 || X_max : 639 || Y_max : 956 || Wire_Legth : 723 || Members : 2
Member : 1 || Parent Gate : 63 || Pin : 4
Member : 2 || Parent Gate : 97 || Pin : 34

Wire_Group : (32, 36) || X_min : 176 || Y_min : 347 || X_max : 533 || Y_max : 374 || Wire_Legth : 384 || Members : 2
Member : 1 || Parent Gate : 32 || Pin : 36
Member : 2 || Parent Gate : 36 || Pin : 4

Wire_Group : (11, 3) || X_min : 35 || Y_min : 144 || X_max : 892 || Y_max : 247 || Wire_Legth : 960 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 3
Member : 2 || Parent Gate : 29 || Pin : 31

Wire_Group : (15, 2) || X_min : 400 || Y_min : 147 || X_max : 915 || Y_max : 850 || Wire_Legth : 1218 || Members : 2
Member : 1 || Parent Gate : 15 || Pin : 2
Member : 2 || Parent Gate : 90 || Pin : 1

Wire_Group : (96, 1) || X_min : 22 || Y_min : 472 || X_max : 524 || Y_max : 957 || Wire_Legth : 987 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 10
Member : 2 || Parent Gate : 96 || Pin : 1

Wire_Group : (52, 17) || X_min : 92 || Y_min : 533 || X_max : 786 || Y_max : 987 || Wire_Legth : 1148 || Members : 3
Member : 1 || Parent Gate : 91 || Pin : 106
Member : 2 || Parent Gate : 68 || Pin : 67
Member : 3 || Parent Gate : 52 || Pin : 17

Wire_Group : (48, 16) || X_min : 318 || Y_min : 336 || X_max : 700 || Y_max : 447 || Wire_Legth : 493 || Members : 2
Member : 1 || Parent Gate : 34 || Pin : 2
Member : 2 || Parent Gate : 48 || Pin : 16

Wire_Group : (16, 10) || X_min : 535 || Y_min : 130 || X_max : 676 || Y_max : 738 || Wire_Legth : 749 || Members : 2
Member : 1 || Parent Gate : 16 || Pin : 10
Member : 2 || Parent Gate : 77 || Pin : 27

Wire_Group : (64, 45) || X_min : 259 || Y_min : 151 || X_max : 381 || Y_max : 619 || Wire_Legth : 590 || Members : 2
Member : 1 || Parent Gate : 13 || Pin : 4
Member : 2 || Parent Gate : 64 || Pin : 45

Wire_Group : (87, 5) || X_min : 623 || Y_min : 746 || X_max : 627 || Y_max : 850 || Wire_Legth : 108 || Members : 2
Member : 1 || Parent Gate : 77 || Pin : 16
Member : 2 || Parent Gate : 87 || Pin : 5

Wire_Group : (83, 9) || X_min : 247 || Y_min : 730 || X_max : 910 || Y_max : 846 || Wire_Legth : 779 || Members : 2
Member : 1 || Parent Gate : 83 || Pin : 9
Member : 2 || Parent Gate : 80 || Pin : 7

Wire_Group : (95, 12) || X_min : 406 || Y_min : 966 || X_max : 818 || Y_max : 970 || Wire_Legth : 416 || Members : 2
Member : 1 || Parent Gate : 95 || Pin : 12
Member : 2 || Parent Gate : 99 || Pin : 29

Wire_Group : (88, 7) || X_min : 460 || Y_min : 270 || X_max : 706 || Y_max : 856 || Wire_Legth : 832 || Members : 2
Member : 1 || Parent Gate : 25 || Pin : 92
Member : 2 || Parent Gate : 88 || Pin : 7

Wire_Group : (28, 46) || X_min : 62 || Y_min : 252 || X_max : 791 || Y_max : 673 || Wire_Legth : 1150 || Members : 2
Member : 1 || Parent Gate : 61 || Pin : 28
Member : 2 || Parent Gate : 28 || Pin : 46

Wire_Group : (4, 54) || X_min : 373 || Y_min : 60 || X_max : 772 || Y_max : 967 || Wire_Legth : 1306 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 54
Member : 2 || Parent Gate : 98 || Pin : 80

Wire_Group : (78, 5) || X_min : 672 || Y_min : 534 || X_max : 747 || Y_max : 763 || Wire_Legth : 304 || Members : 2
Member : 1 || Parent Gate : 57 || Pin : 16
Member : 2 || Parent Gate : 78 || Pin : 5

Wire_Group : (93, 100) || X_min : 270 || Y_min : 48 || X_max : 922 || Y_max : 955 || Wire_Legth : 1559 || Members : 2
Member : 1 || Parent Gate : 93 || Pin : 100
Member : 2 || Parent Gate : 10 || Pin : 2

Wire_Group : (35, 15) || X_min : 435 || Y_min : 322 || X_max : 539 || Y_max : 667 || Wire_Legth : 449 || Members : 2
Member : 1 || Parent Gate : 35 || Pin : 15
Member : 2 || Parent Gate : 66 || Pin : 19

Wire_Group : (44, 25) || X_min : 384 || Y_min : 250 || X_max : 973 || Y_max : 455 || Wire_Legth : 794 || Members : 2
Member : 1 || Parent Gate : 44 || Pin : 25
Member : 2 || Parent Gate : 30 || Pin : 2

Wire_Group : (44, 7) || X_min : 384 || Y_min : 438 || X_max : 786 || Y_max : 642 || Wire_Legth : 606 || Members : 2
Member : 1 || Parent Gate : 44 || Pin : 7
Member : 2 || Parent Gate : 68 || Pin : 49

Wire_Group : (22, 11) || X_min : 142 || Y_min : 260 || X_max : 200 || Y_max : 441 || Wire_Legth : 239 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 11
Member : 2 || Parent Gate : 42 || Pin : 19

Wire_Group : (89, 4) || X_min : 384 || Y_min : 441 || X_max : 870 || Y_max : 854 || Wire_Legth : 899 || Members : 3
Member : 1 || Parent Gate : 44 || Pin : 6
Member : 2 || Parent Gate : 89 || Pin : 4
Member : 3 || Parent Gate : 78 || Pin : 1

Wire_Group : (24, 22) || X_min : 90 || Y_min : 249 || X_max : 365 || Y_max : 346 || Wire_Legth : 372 || Members : 2
Member : 1 || Parent Gate : 31 || Pin : 2
Member : 2 || Parent Gate : 24 || Pin : 22

Wire_Group : (3, 15) || X_min : 299 || Y_min : 45 || X_max : 680 || Y_max : 442 || Wire_Legth : 778 || Members : 2
Member : 1 || Parent Gate : 3 || Pin : 15
Member : 2 || Parent Gate : 47 || Pin : 18

Wire_Group : (50, 11) || X_min : 628 || Y_min : 461 || X_max : 919 || Y_max : 535 || Wire_Legth : 365 || Members : 2
Member : 1 || Parent Gate : 57 || Pin : 3
Member : 2 || Parent Gate : 50 || Pin : 11

Wire_Group : (76, 7) || X_min : 543 || Y_min : 748 || X_max : 879 || Y_max : 762 || Wire_Legth : 350 || Members : 2
Member : 1 || Parent Gate : 76 || Pin : 7
Member : 2 || Parent Gate : 79 || Pin : 22

Wire_Group : (47, 12) || X_min : 619 || Y_min : 135 || X_max : 877 || Y_max : 457 || Wire_Legth : 580 || Members : 2
Member : 1 || Parent Gate : 47 || Pin : 12
Member : 2 || Parent Gate : 19 || Pin : 74

Wire_Group : (6, 39) || X_min : 539 || Y_min : 20 || X_max : 752 || Y_max : 758 || Wire_Legth : 951 || Members : 3
Member : 1 || Parent Gate : 66 || Pin : 26
Member : 2 || Parent Gate : 6 || Pin : 39
Member : 3 || Parent Gate : 78 || Pin : 8

Wire_Group : (93, 78) || X_min : 252 || Y_min : 853 || X_max : 270 || Y_max : 923 || Wire_Legth : 88 || Members : 2
Member : 1 || Parent Gate : 83 || Pin : 35
Member : 2 || Parent Gate : 93 || Pin : 78

Wire_Group : (40, 30) || X_min : 525 || Y_min : 243 || X_max : 999 || Y_max : 324 || Wire_Legth : 555 || Members : 2
Member : 1 || Parent Gate : 26 || Pin : 34
Member : 2 || Parent Gate : 40 || Pin : 30

Wire_Group : (88, 18) || X_min : 417 || Y_min : 446 || X_max : 793 || Y_max : 855 || Wire_Legth : 785 || Members : 3
Member : 1 || Parent Gate : 55 || Pin : 6
Member : 2 || Parent Gate : 88 || Pin : 18
Member : 3 || Parent Gate : 45 || Pin : 45

Wire_Group : (78, 7) || X_min : 108 || Y_min : 57 || X_max : 922 || Y_max : 861 || Wire_Legth : 1618 || Members : 3
Member : 1 || Parent Gate : 82 || Pin : 51
Member : 2 || Parent Gate : 10 || Pin : 11
Member : 3 || Parent Gate : 78 || Pin : 7

Wire_Group : (89, 3) || X_min : 111 || Y_min : 463 || X_max : 891 || Y_max : 853 || Wire_Legth : 1170 || Members : 3
Member : 1 || Parent Gate : 62 || Pin : 2
Member : 2 || Parent Gate : 49 || Pin : 24
Member : 3 || Parent Gate : 89 || Pin : 3

Wire_Group : (19, 86) || X_min : 437 || Y_min : 139 || X_max : 877 || Y_max : 818 || Wire_Legth : 1119 || Members : 2
Member : 1 || Parent Gate : 85 || Pin : 3
Member : 2 || Parent Gate : 19 || Pin : 86

Wire_Group : (12, 31) || X_min : 170 || Y_min : 167 || X_max : 953 || Y_max : 554 || Wire_Legth : 1170 || Members : 2
Member : 1 || Parent Gate : 12 || Pin : 31
Member : 2 || Parent Gate : 60 || Pin : 6

Wire_Group : (63, 13) || X_min : 227 || Y_min : 250 || X_max : 973 || Y_max : 654 || Wire_Legth : 1150 || Members : 2
Member : 1 || Parent Gate : 63 || Pin : 13
Member : 2 || Parent Gate : 30 || Pin : 2

Wire_Group : (49, 16) || X_min : 489 || Y_min : 438 || X_max : 808 || Y_max : 460 || Wire_Legth : 341 || Members : 2
Member : 1 || Parent Gate : 45 || Pin : 31
Member : 2 || Parent Gate : 49 || Pin : 16

Wire_Group : (35, 69) || X_min : 22 || Y_min : 376 || X_max : 435 || Y_max : 428 || Wire_Legth : 465 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 5
Member : 2 || Parent Gate : 35 || Pin : 69

Wire_Group : (5, 21) || X_min : 496 || Y_min : 71 || X_max : 652 || Y_max : 651 || Wire_Legth : 736 || Members : 2
Member : 1 || Parent Gate : 5 || Pin : 21
Member : 2 || Parent Gate : 67 || Pin : 24

Wire_Group : (23, 6) || X_min : 239 || Y_min : 128 || X_max : 822 || Y_max : 251 || Wire_Legth : 706 || Members : 2
Member : 1 || Parent Gate : 23 || Pin : 6
Member : 2 || Parent Gate : 19 || Pin : 13

Wire_Group : (43, 6) || X_min : 243 || Y_min : 454 || X_max : 985 || Y_max : 849 || Wire_Legth : 1137 || Members : 2
Member : 1 || Parent Gate : 43 || Pin : 6
